datetime,arduino_millis,voltage
2026-06-23T13:23:16.452780,577577,47
2026-06-23T13:23:16.452840,577578,47
2026-06-23T13:23:16.452874,577579,47
2026-06-23T13:23:16.452903,577580,46
2026-06-23T13:23:16.452932,577581,46
2026-06-23T13:23:16.452959,577582,46
2026-06-23T13:23:16.453007,577583,46
2026-06-23T13:23:16.453043,577584,46
2026-06-23T13:23:16.453072,577585,46
2026-06-23T13:23:16.453104,577586,47
2026-06-23T13:23:16.463202,577587,47
2026-06-23T13:23:16.463247,577587,47
2026-06-23T13:23:16.463277,577588,46
2026-06-23T13:23:16.463305,577589,46
2026-06-23T13:23:16.463334,577590,46
2026-06-23T13:23:16.463362,577591,46
2026-06-23T13:23:16.463389,577592,46
2026-06-23T13:23:16.463417,577593,46
2026-06-23T13:23:16.463445,577594,46
2026-06-23T13:23:16.463472,577595,45
2026-06-23T13:23:16.463500,577596,45
2026-06-23T13:23:16.473619,577597,46
2026-06-23T13:23:16.473677,577598,46
2026-06-23T13:23:16.473711,577599,46
2026-06-23T13:23:16.473741,577600,46
2026-06-23T13:23:16.473772,577601,46
2026-06-23T13:23:16.473801,577602,46
2026-06-23T13:23:16.473831,577603,46
2026-06-23T13:23:16.473860,577604,46
2026-06-23T13:23:16.473890,577605,46
2026-06-23T13:23:16.473920,577606,46
2026-06-23T13:23:16.473949,577607,46
2026-06-23T13:23:16.484078,577608,45
2026-06-23T13:23:16.484134,577608,45
2026-06-23T13:23:16.484180,577609,45
2026-06-23T13:23:16.484213,577610,45
2026-06-23T13:23:16.484245,577611,45
2026-06-23T13:23:16.484277,577612,45
2026-06-23T13:23:16.484308,577613,45
2026-06-23T13:23:16.484340,577614,45
2026-06-23T13:23:16.484371,577615,45
2026-06-23T13:23:16.484402,577616,45
2026-06-23T13:23:16.484433,577617,45
2026-06-23T13:23:16.494621,577618,46
2026-06-23T13:23:16.494660,577619,46
2026-06-23T13:23:16.494695,577620,45
2026-06-23T13:23:16.494733,577621,45
2026-06-23T13:23:16.494764,577622,45
2026-06-23T13:23:16.494796,577623,45
2026-06-23T13:23:16.494828,577624,45
2026-06-23T13:23:16.494859,577625,45
2026-06-23T13:23:16.494890,577626,44
2026-06-23T13:23:16.494921,577627,44
2026-06-23T13:23:16.494953,577628,45
2026-06-23T13:23:16.505012,577629,45
2026-06-23T13:23:16.505062,577630,46
2026-06-23T13:23:16.505116,577630,46
2026-06-23T13:23:16.505160,577631,47
2026-06-23T13:23:16.505196,577632,46
2026-06-23T13:23:16.505229,577633,46
2026-06-23T13:23:16.505262,577634,46
2026-06-23T13:23:16.505294,577635,46
2026-06-23T13:23:16.505326,577636,45
2026-06-23T13:23:16.505357,577637,45
2026-06-23T13:23:16.505388,577638,45
2026-06-23T13:23:16.515434,577639,45
2026-06-23T13:23:16.515499,577640,45
2026-06-23T13:23:16.515559,577641,44
2026-06-23T13:23:16.515625,577642,44
2026-06-23T13:23:16.515661,577643,44
2026-06-23T13:23:16.515696,577644,44
2026-06-23T13:23:16.515731,577645,44
2026-06-23T13:23:16.515765,577646,46
2026-06-23T13:23:16.515800,577647,44
2026-06-23T13:23:16.515835,577648,44
2026-06-23T13:23:16.515884,577649,44
2026-06-23T13:23:16.525920,577650,45
2026-06-23T13:23:16.525975,577651,44
2026-06-23T13:23:16.526026,577651,44
2026-06-23T13:23:16.526063,577652,44
2026-06-23T13:23:16.526099,577653,44
2026-06-23T13:23:16.526134,577654,44
2026-06-23T13:23:16.526169,577655,44
2026-06-23T13:23:16.526203,577656,44
